path,label,id,generator
/workspace/wildfake_eval/coco/coco2017/val2017/img158989.jpg,0,coco-158881,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img158990.jpg,0,coco-158882,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img158991.jpg,0,coco-158883,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img158992.jpg,0,coco-158884,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img158993.jpg,0,coco-158885,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img158994.jpg,0,coco-158886,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img158995.jpg,0,coco-158887,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img158996.jpg,0,coco-158888,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img158997.jpg,0,coco-158889,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img158998.jpg,0,coco-158890,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img158999.jpg,0,coco-158891,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159000.jpg,0,coco-158892,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159001.jpg,0,coco-158893,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159002.jpg,0,coco-158894,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159003.jpg,0,coco-158895,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159004.jpg,0,coco-158896,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159005.jpg,0,coco-158897,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159006.jpg,0,coco-158898,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159007.jpg,0,coco-158899,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159008.jpg,0,coco-158900,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159009.jpg,0,coco-158901,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159010.jpg,0,coco-158902,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159011.jpg,0,coco-158903,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159012.jpg,0,coco-158904,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159013.jpg,0,coco-158905,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159014.jpg,0,coco-158906,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159015.jpg,0,coco-158907,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159016.jpg,0,coco-158908,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159017.jpg,0,coco-158909,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159018.jpg,0,coco-158910,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159019.jpg,0,coco-158911,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159020.jpg,0,coco-158912,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159021.jpg,0,coco-158913,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159022.jpg,0,coco-158914,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159023.jpg,0,coco-158915,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159024.jpg,0,coco-158916,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159025.jpg,0,coco-158917,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159026.jpg,0,coco-158918,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159027.jpg,0,coco-158919,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159028.jpg,0,coco-158920,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159029.jpg,0,coco-158921,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159030.jpg,0,coco-158922,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159031.jpg,0,coco-158923,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159032.jpg,0,coco-158924,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159033.jpg,0,coco-158925,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159034.jpg,0,coco-158926,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159035.jpg,0,coco-158927,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159036.jpg,0,coco-158928,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159037.jpg,0,coco-158929,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159038.jpg,0,coco-158930,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159039.jpg,0,coco-158931,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159040.jpg,0,coco-158932,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159041.jpg,0,coco-158933,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159042.jpg,0,coco-158934,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159043.jpg,0,coco-158935,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159044.jpg,0,coco-158936,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159045.jpg,0,coco-158937,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159046.jpg,0,coco-158938,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159047.jpg,0,coco-158939,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159048.jpg,0,coco-158940,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159049.jpg,0,coco-158941,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159050.jpg,0,coco-158942,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159051.jpg,0,coco-158943,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159052.jpg,0,coco-158944,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159053.jpg,0,coco-158945,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159054.jpg,0,coco-158946,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159055.jpg,0,coco-158947,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159056.jpg,0,coco-158948,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159057.jpg,0,coco-158949,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159058.jpg,0,coco-158950,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159059.jpg,0,coco-158951,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159060.jpg,0,coco-158952,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159061.jpg,0,coco-158953,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159062.jpg,0,coco-158954,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159063.jpg,0,coco-158955,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159064.jpg,0,coco-158956,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159065.jpg,0,coco-158957,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159066.jpg,0,coco-158958,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159067.jpg,0,coco-158959,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159068.jpg,0,coco-158960,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159069.jpg,0,coco-158961,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159070.jpg,0,coco-158962,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159071.jpg,0,coco-158963,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159072.jpg,0,coco-158964,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159073.jpg,0,coco-158965,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159074.jpg,0,coco-158966,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159075.jpg,0,coco-158967,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159076.jpg,0,coco-158968,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159077.jpg,0,coco-158969,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159078.jpg,0,coco-158970,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159079.jpg,0,coco-158971,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159080.jpg,0,coco-158972,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159081.jpg,0,coco-158973,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159082.jpg,0,coco-158974,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159083.jpg,0,coco-158975,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159084.jpg,0,coco-158976,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159085.jpg,0,coco-158977,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159086.jpg,0,coco-158978,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159087.jpg,0,coco-158979,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159088.jpg,0,coco-158980,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159089.jpg,0,coco-158981,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159090.jpg,0,coco-158982,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159091.jpg,0,coco-158983,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159092.jpg,0,coco-158984,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159093.jpg,0,coco-158985,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159094.jpg,0,coco-158986,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159095.jpg,0,coco-158987,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159096.jpg,0,coco-158988,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159097.jpg,0,coco-158989,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159098.jpg,0,coco-158990,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159099.jpg,0,coco-158991,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159100.jpg,0,coco-158992,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159101.jpg,0,coco-158993,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159102.jpg,0,coco-158994,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159103.jpg,0,coco-158995,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159104.jpg,0,coco-158996,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159105.jpg,0,coco-158997,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159106.jpg,0,coco-158998,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159107.jpg,0,coco-158999,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159108.jpg,0,coco-159000,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159109.jpg,0,coco-159001,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159110.jpg,0,coco-159002,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159111.jpg,0,coco-159003,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159112.jpg,0,coco-159004,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159113.jpg,0,coco-159005,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159114.jpg,0,coco-159006,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159115.jpg,0,coco-159007,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159116.jpg,0,coco-159008,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159117.jpg,0,coco-159009,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159118.jpg,0,coco-159010,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159119.jpg,0,coco-159011,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159120.jpg,0,coco-159012,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159121.jpg,0,coco-159013,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159122.jpg,0,coco-159014,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159123.jpg,0,coco-159015,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159124.jpg,0,coco-159016,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159125.jpg,0,coco-159017,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159126.jpg,0,coco-159018,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159127.jpg,0,coco-159019,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159128.jpg,0,coco-159020,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159129.jpg,0,coco-159021,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159130.jpg,0,coco-159022,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159131.jpg,0,coco-159023,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159132.jpg,0,coco-159024,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159133.jpg,0,coco-159025,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159134.jpg,0,coco-159026,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159135.jpg,0,coco-159027,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159136.jpg,0,coco-159028,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159137.jpg,0,coco-159029,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159138.jpg,0,coco-159030,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159139.jpg,0,coco-159031,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159140.jpg,0,coco-159032,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159141.jpg,0,coco-159033,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159142.jpg,0,coco-159034,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159143.jpg,0,coco-159035,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159144.jpg,0,coco-159036,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159145.jpg,0,coco-159037,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159146.jpg,0,coco-159038,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159147.jpg,0,coco-159039,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159148.jpg,0,coco-159040,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159149.jpg,0,coco-159041,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159150.jpg,0,coco-159042,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159151.jpg,0,coco-159043,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159152.jpg,0,coco-159044,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159153.jpg,0,coco-159045,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159154.jpg,0,coco-159046,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159155.jpg,0,coco-159047,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159156.jpg,0,coco-159048,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159157.jpg,0,coco-159049,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159158.jpg,0,coco-159050,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159159.jpg,0,coco-159051,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159160.jpg,0,coco-159052,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159161.jpg,0,coco-159053,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159162.jpg,0,coco-159054,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159163.jpg,0,coco-159055,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159164.jpg,0,coco-159056,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159165.jpg,0,coco-159057,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159166.jpg,0,coco-159058,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159167.jpg,0,coco-159059,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159168.jpg,0,coco-159060,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159169.jpg,0,coco-159061,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159170.jpg,0,coco-159062,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159171.jpg,0,coco-159063,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159172.jpg,0,coco-159064,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159173.jpg,0,coco-159065,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159174.jpg,0,coco-159066,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159175.jpg,0,coco-159067,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159176.jpg,0,coco-159068,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159177.jpg,0,coco-159069,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159178.jpg,0,coco-159070,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159179.jpg,0,coco-159071,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159180.jpg,0,coco-159072,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159181.jpg,0,coco-159073,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159182.jpg,0,coco-159074,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159183.jpg,0,coco-159075,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159184.jpg,0,coco-159076,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159185.jpg,0,coco-159077,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159186.jpg,0,coco-159078,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159187.jpg,0,coco-159079,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159188.jpg,0,coco-159080,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159189.jpg,0,coco-159081,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159190.jpg,0,coco-159082,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159191.jpg,0,coco-159083,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159192.jpg,0,coco-159084,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159193.jpg,0,coco-159085,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159194.jpg,0,coco-159086,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159195.jpg,0,coco-159087,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159196.jpg,0,coco-159088,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159197.jpg,0,coco-159089,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159198.jpg,0,coco-159090,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159199.jpg,0,coco-159091,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159200.jpg,0,coco-159092,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159201.jpg,0,coco-159093,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159202.jpg,0,coco-159094,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159203.jpg,0,coco-159095,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159204.jpg,0,coco-159096,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159205.jpg,0,coco-159097,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159206.jpg,0,coco-159098,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159207.jpg,0,coco-159099,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159208.jpg,0,coco-159100,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159209.jpg,0,coco-159101,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159210.jpg,0,coco-159102,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159211.jpg,0,coco-159103,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159212.jpg,0,coco-159104,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159213.jpg,0,coco-159105,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159214.jpg,0,coco-159106,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159215.jpg,0,coco-159107,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159216.jpg,0,coco-159108,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159217.jpg,0,coco-159109,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159218.jpg,0,coco-159110,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159219.jpg,0,coco-159111,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159220.jpg,0,coco-159112,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159221.jpg,0,coco-159113,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159222.jpg,0,coco-159114,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159223.jpg,0,coco-159115,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159224.jpg,0,coco-159116,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159225.jpg,0,coco-159117,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159226.jpg,0,coco-159118,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159227.jpg,0,coco-159119,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159228.jpg,0,coco-159120,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159229.jpg,0,coco-159121,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159230.jpg,0,coco-159122,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159231.jpg,0,coco-159123,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159232.jpg,0,coco-159124,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159233.jpg,0,coco-159125,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159234.jpg,0,coco-159126,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159235.jpg,0,coco-159127,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159236.jpg,0,coco-159128,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159237.jpg,0,coco-159129,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159238.jpg,0,coco-159130,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159239.jpg,0,coco-159131,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159240.jpg,0,coco-159132,COCO-val2017
/workspace/wildfake_eval/coco/coco2017/val2017/img159241.jpg,0,coco-159133,COCO-val2017
